処理時間	平方根和の差	世代交代数	個体集団内の個体の数	エリート保存戦略で残す個体の数	トーナメント選択で無作為抽出する個体の数	突然変異確率	フロイド問題におけるN	選択方式	交叉方式
0.006899	0.001511	1000	10	1	1	0.100000	16	ランキング選択	2点交叉
0.008377	0.000970	1000	10	1	1	0.100000	16	ランキング選択	一様交叉
0.006929	0.000970	1000	10	1	1	0.100000	16	ランキング選択	1点交叉
0.013912	0.009947	1000	10	1	1	0.010000	32	トーナメント選択	2点交叉
0.015093	0.003660	1000	10	1	1	0.010000	32	トーナメント選択	一様交叉
0.012578	0.002704	1000	10	1	1	0.010000	32	トーナメント選択	1点交叉
0.014398	0.013682	1000	10	1	1	0.010000	32	ランキング選択	2点交叉
0.014686	0.000232	1000	10	1	1	0.010000	32	ランキング選択	一様交叉
0.014551	0.001371	1000	10	1	1	0.010000	32	ランキング選択	1点交叉
0.024291	0.002036	1000	10	1	1	0.010000	64	トーナメント選択	2点交叉
0.028554	0.002233	1000	10	1	1	0.010000	64	トーナメント選択	一様交叉
0.025909	0.004677	1000	10	1	1	0.010000	64	トーナメント選択	1点交叉
0.025535	0.006574	1000	10	1	1	0.010000	64	ランキング選択	2点交叉
0.031814	0.000690	1000	10	1	1	0.010000	64	ランキング選択	一様交叉
0.027441	0.000535	1000	10	1	1	0.010000	64	ランキング選択	1点交叉
0.008229	0.001511	1000	10	1	1	0.010000	16	トーナメント選択	2点交叉
0.007949	0.000970	1000	10	1	1	0.010000	16	トーナメント選択	一様交叉
0.007025	0.001292	1000	10	1	1	0.010000	16	トーナメント選択	1点交叉
0.007831	0.007760	1000	10	1	1	0.010000	16	ランキング選択	2点交叉
0.008790	0.001292	1000	10	1	1	0.010000	16	ランキング選択	一様交叉
0.007153	0.001292	1000	10	1	1	0.010000	16	ランキング選択	1点交叉
0.001773	0.002558	10	100	1	10	0.100000	32	トーナメント選択	2点交叉
0.002163	0.049680	10	100	1	10	0.100000	32	トーナメント選択	一様交叉
0.001939	0.049680	10	100	1	10	0.100000	32	トーナメント選択	1点交叉
0.001983	0.041490	10	100	1	10	0.100000	32	ランキング選択	2点交叉
0.001961	0.035024	10	100	1	10	0.100000	32	ランキング選択	一様交叉
0.001741	0.031132	10	100	1	10	0.100000	32	ランキング選択	1点交叉
0.003610	0.001028	10	100	1	10	0.100000	64	トーナメント選択	2点交叉
0.003651	0.030221	10	100	1	10	0.100000	64	トーナメント選択	一様交叉
0.003179	0.077008	10	100	1	10	0.100000	64	トーナメント選択	1点交叉
0.003380	0.018196	10	100	1	10	0.100000	64	ランキング選択	2点交叉
0.003773	0.079827	10	100	1	10	0.100000	64	ランキング選択	一様交叉
0.003057	0.065922	10	100	1	10	0.100000	64	ランキング選択	1点交叉
0.001450	0.003936	10	100	1	10	0.100000	16	トーナメント選択	2点交叉
0.001314	0.008142	10	100	1	10	0.100000	16	トーナメント選択	一様交叉
0.001093	0.002005	10	100	1	10	0.100000	16	トーナメント選択	1点交叉
0.001219	0.020574	10	100	1	10	0.100000	16	ランキング選択	2点交叉
0.001512	0.008795	10	100	1	10	0.100000	16	ランキング選択	一様交叉
0.001090	0.008795	10	100	1	10	0.100000	16	ランキング選択	1点交叉
0.001806	0.004076	10	100	1	10	0.010000	32	トーナメント選択	2点交叉
0.002265	0.011245	10	100	1	10	0.010000	32	トーナメント選択	一様交叉
0.001724	0.026144	10	100	1	10	0.010000	32	トーナメント選択	1点交叉
0.001823	0.017499	10	100	1	10	0.010000	32	ランキング選択	2点交叉
0.002407	0.018524	10	100	1	10	0.010000	32	ランキング選択	一様交叉
0.002029	0.005842	10	100	1	10	0.010000	32	ランキング選択	1点交叉
0.003701	0.080069	10	100	1	10	0.010000	64	トーナメント選択	2点交叉
0.004021	0.032266	10	100	1	10	0.010000	64	トーナメント選択	一様交叉
0.003178	0.024352	10	100	1	10	0.010000	64	トーナメント選択	1点交叉
0.003739	0.137242	10	100	1	10	0.010000	64	ランキング選択	2点交叉
0.004127	0.021190	10	100	1	10	0.010000	64	ランキング選択	一様交叉
0.003231	0.027902	10	100	1	10	0.010000	64	ランキング選択	1点交叉
0.001360	0.014600	10	100	1	10	0.010000	16	トーナメント選択	2点交叉
0.001273	0.008142	10	100	1	10	0.010000	16	トーナメント選択	一様交叉
0.001165	0.014600	10	100	1	10	0.010000	16	トーナメント選択	1点交叉
0.001087	0.012843	10	100	1	10	0.010000	16	ランキング選択	2点交叉
0.001329	0.001786	10	100	1	10	0.010000	16	ランキング選択	一様交叉
0.001030	0.013878	10	100	1	10	0.010000	16	ランキング選択	1点交叉
0.001789	0.038465	10	100	1	1	0.100000	32	トーナメント選択	2点交叉
0.001975	0.035714	10	100	1	1	0.100000	32	トーナメント選択	一様交叉
0.001586	0.030481	10	100	1	1	0.100000	32	トーナメント選択	1点交叉
0.001755	0.033899	10	100	1	1	0.100000	32	ランキング選択	2点交叉
0.002043	0.020098	10	100	1	1	0.100000	32	ランキング選択	一様交叉
0.001725	0.011884	10	100	1	1	0.100000	32	ランキング選択	1点交叉
0.003603	0.178409	10	100	1	1	0.100000	64	トーナメント選択	2点交叉
0.003569	0.406142	10	100	1	1	0.100000	64	トーナメント選択	一様交叉
0.003312	0.053492	10	100	1	1	0.100000	64	トーナメント選択	1点交叉
0.003270	0.009582	10	100	1	1	0.100000	64	ランキング選択	2点交叉
0.003613	0.002328	10	100	1	1	0.100000	64	ランキング選択	一様交叉
0.003260	0.053492	10	100	1	1	0.100000	64	ランキング選択	1点交叉
0.001014	0.040168	10	100	1	1	0.100000	16	トーナメント選択	2点交叉
0.001060	0.020347	10	100	1	1	0.100000	16	トーナメント選択	一様交叉
0.001006	0.011141	10	100	1	1	0.100000	16	トーナメント選択	1点交叉
0.001323	0.020347	10	100	1	1	0.100000	16	ランキング選択	2点交叉
0.001284	0.001511	10	100	1	1	0.100000	16	ランキング選択	一様交叉
0.001337	0.010419	10	100	1	1	0.100000	16	ランキング選択	1点交叉
0.001688	0.033298	10	100	1	1	0.010000	32	トーナメント選択	2点交叉
0.001946	0.055182	10	100	1	1	0.010000	32	トーナメント選択	一様交叉
0.001611	0.017114	10	100	1	1	0.010000	32	トーナメント選択	1点交叉
0.001731	0.040157	10	100	1	1	0.010000	32	ランキング選択	2点交叉
0.002173	0.022564	10	100	1	1	0.010000	32	ランキング選択	一様交叉
0.001681	0.016338	10	100	1	1	0.010000	32	ランキング選択	1点交叉
0.003412	0.073162	10	100	1	1	0.010000	64	トーナメント選択	2点交叉
0.003824	0.122030	10	100	1	1	0.010000	64	トーナメント選択	一様交叉
0.003165	0.115539	10	100	1	1	0.010000	64	トーナメント選択	1点交叉
0.003235	0.061306	10	100	1	1	0.010000	64	ランキング選択	2点交叉
0.004276	0.019841	10	100	1	1	0.010000	64	ランキング選択	一様交叉
0.003135	0.036161	10	100	1	1	0.010000	64	ランキング選択	1点交叉
0.001054	0.050832	10	100	1	1	0.010000	16	トーナメント選択	2点交叉
0.001350	0.022844	10	100	1	1	0.010000	16	トーナメント選択	一様交叉
0.001065	0.006370	10	100	1	1	0.010000	16	トーナメント選択	1点交叉
0.001139	0.021082	10	100	1	1	0.010000	16	ランキング選択	2点交叉
0.001182	0.061370	10	100	1	1	0.010000	16	ランキング選択	一様交叉
0.001055	0.011302	10	100	1	1	0.010000	16	ランキング選択	1点交叉
0.008990	0.003027	10	500	1	10	0.100000	32	トーナメント選択	2点交叉
0.011414	0.001130	10	500	1	10	0.100000	32	トーナメント選択	一様交叉
0.008584	0.000154	10	500	1	10	0.100000	32	トーナメント選択	1点交叉
0.010958	0.006221	10	500	1	10	0.100000	32	ランキング選択	2点交叉
0.011719	0.007297	10	500	1	10	0.100000	32	ランキング選択	一様交叉
0.010214	0.000458	10	500	1	10	0.100000	32	ランキング選択	1点交叉
0.015469	0.007484	10	500	1	10	0.100000	64	トーナメント選択	2点交叉
0.019340	0.005351	10	500	1	10	0.100000	64	トーナメント選択	一様交叉
0.016534	0.039059	10	500	1	10	0.100000	64	トーナメント選択	1点交叉
0.017605	0.013251	10	500	1	10	0.100000	64	ランキング選択	2点交叉
0.021468	0.004489	10	500	1	10	0.100000	64	ランキング選択	一様交叉
0.017279	0.013251	10	500	1	10	0.100000	64	ランキング選択	1点交叉
0.005242	0.004776	10	500	1	10	0.100000	16	トーナメント選択	2点交叉
0.007231	0.000970	10	500	1	10	0.100000	16	トーナメント選択	一様交叉
0.005323	0.001786	10	500	1	10	0.100000	16	トーナメント選択	1点交叉
0.007553	0.002005	10	500	1	10	0.100000	16	ランキング選択	2点交叉
0.007473	0.000970	10	500	1	10	0.100000	16	ランキング選択	一様交叉
0.006927	0.000970	10	500	1	10	0.100000	16	ランキング選択	1点交叉
0.010355	0.007078	10	500	1	10	0.010000	32	トーナメント選択	2点交叉
0.010235	0.010168	10	500	1	10	0.010000	32	トーナメント選択	一様交叉
0.008673	0.006787	10	500	1	10	0.010000	32	トーナメント選択	1点交叉
0.010444	0.005187	10	500	1	10	0.010000	32	ランキング選択	2点交叉
0.011686	0.003800	10	500	1	10	0.010000	32	ランキング選択	一様交叉
0.012028	0.009306	10	500	1	10	0.010000	32	ランキング選択	1点交叉
0.015232	0.001992	10	500	1	10	0.010000	64	トーナメント選択	2点交叉
0.018034	0.009973	10	500	1	10	0.010000	64	トーナメント選択	一様交叉
0.015531	0.028945	10	500	1	10	0.010000	64	トーナメント選択	1点交叉
0.018064	0.005869	10	500	1	10	0.010000	64	ランキング選択	2点交叉
0.019967	0.014771	10	500	1	10	0.010000	64	ランキング選択	一様交叉
0.019206	0.067685	10	500	1	10	0.010000	64	ランキング選択	1点交叉
0.005389	0.007760	10	500	1	10	0.010000	16	トーナメント選択	2点交叉
0.005830	0.001292	10	500	1	10	0.010000	16	トーナメント選択	一様交叉
0.005726	0.004776	10	500	1	10	0.010000	16	トーナメント選択	1点交叉
0.007506	0.003936	10	500	1	10	0.010000	16	ランキング選択	2点交叉
0.007967	0.000970	10	500	1	10	0.010000	16	ランキング選択	一様交叉
0.008223	0.001511	10	500	1	10	0.010000	16	ランキング選択	1点交叉
0.008439	0.006768	10	500	1	1	0.100000	32	トーナメント選択	2点交叉
0.009365	0.006768	10	500	1	1	0.100000	32	トーナメント選択	一様交叉
0.007854	0.006768	10	500	1	1	0.100000	32	トーナメント選択	1点交叉
0.010439	0.006768	10	500	1	1	0.100000	32	ランキング選択	2点交叉
0.011634	0.000733	10	500	1	1	0.100000	32	ランキング選択	一様交叉
0.010568	0.000733	10	500	1	1	0.100000	32	ランキング選択	1点交叉
0.014651	0.008886	10	500	1	1	0.100000	64	トーナメント選択	2点交叉
0.020573	0.007705	10	500	1	1	0.100000	64	トーナメント選択	一様交叉
0.014486	0.004632	10	500	1	1	0.100000	64	トーナメント選択	1点交叉
0.017286	0.008235	10	500	1	1	0.100000	64	ランキング選択	2点交叉
0.022853	0.007705	10	500	1	1	0.100000	64	ランキング選択	一様交叉
0.017453	0.026360	10	500	1	1	0.100000	64	ランキング選択	1点交叉
0.004940	0.001511	10	500	1	1	0.100000	16	トーナメント選択	2点交叉
0.004922	0.005717	10	500	1	1	0.100000	16	トーナメント選択	一様交叉
0.004332	0.007760	10	500	1	1	0.100000	16	トーナメント選択	1点交叉
0.007503	0.001511	10	500	1	1	0.100000	16	ランキング選択	2点交叉
0.009333	0.007760	10	500	1	1	0.100000	16	ランキング選択	一様交叉
0.007504	0.002005	10	500	1	1	0.100000	16	ランキング選択	1点交叉
0.007912	0.005199	10	500	1	1	0.010000	32	トーナメント選択	2点交叉
0.009553	0.001298	10	500	1	1	0.010000	32	トーナメント選択	一様交叉
0.007771	0.003867	10	500	1	1	0.010000	32	トーナメント選択	1点交叉
0.010723	0.002508	10	500	1	1	0.010000	32	ランキング選択	2点交叉
0.013868	0.002993	10	500	1	1	0.010000	32	ランキング選択	一様交叉
0.011087	0.005403	10	500	1	1	0.010000	32	ランキング選択	1点交叉
0.014673	0.005951	10	500	1	1	0.010000	64	トーナメント選択	2点交叉
0.020796	0.018372	10	500	1	1	0.010000	64	トーナメント選択	一様交叉
0.014607	0.011777	10	500	1	1	0.010000	64	トーナメント選択	1点交叉
0.017238	0.000798	10	500	1	1	0.010000	64	ランキング選択	2点交叉
0.021500	0.000319	10	500	1	1	0.010000	64	ランキング選択	一様交叉
0.017030	0.000798	10	500	1	1	0.010000	64	ランキング選択	1点交叉
0.005486	0.000970	10	500	1	1	0.010000	16	トーナメント選択	2点交叉
0.004997	0.001511	10	500	1	1	0.010000	16	トーナメント選択	一様交叉
0.004271	0.000970	10	500	1	1	0.010000	16	トーナメント選択	1点交叉
0.007201	0.001786	10	500	1	1	0.010000	16	ランキング選択	2点交叉
0.009127	0.001292	10	500	1	1	0.010000	16	ランキング選択	一様交叉
0.007000	0.002005	10	500	1	1	0.010000	16	ランキング選択	1点交叉
0.017961	0.000790	10	1000	1	10	0.100000	32	トーナメント選択	2点交叉
0.021125	0.000665	10	1000	1	10	0.100000	32	トーナメント選択	一様交叉
0.016782	0.002712	10	1000	1	10	0.100000	32	トーナメント選択	1点交叉
0.032448	0.001783	10	1000	1	10	0.100000	32	ランキング選択	2点交叉
0.028424	0.003933	10	1000	1	10	0.100000	32	ランキング選択	一様交叉
0.026523	0.002209	10	1000	1	10	0.100000	32	ランキング選択	1点交叉
0.033173	0.000911	10	1000	1	10	0.100000	64	トーナメント選択	2点交叉
0.036745	0.000986	10	1000	1	10	0.100000	64	トーナメント選択	一様交叉
0.033857	0.000286	10	1000	1	10	0.100000	64	トーナメント選択	1点交叉
0.042349	0.002221	10	1000	1	10	0.100000	64	ランキング選択	2点交叉
0.046118	0.003212	10	1000	1	10	0.100000	64	ランキング選択	一様交叉
0.046041	0.014449	10	1000	1	10	0.100000	64	ランキング選択	1点交叉
0.010394	0.000970	10	1000	1	10	0.100000	16	トーナメント選択	2点交叉
0.011424	0.001786	10	1000	1	10	0.100000	16	トーナメント選択	一様交叉
0.010169	0.001292	10	1000	1	10	0.100000	16	トーナメント選択	1点交叉
0.020403	0.000970	10	1000	1	10	0.100000	16	ランキング選択	2点交叉
0.020591	0.001292	10	1000	1	10	0.100000	16	ランキング選択	一様交叉
0.021416	0.001511	10	1000	1	10	0.100000	16	ランキング選択	1点交叉
0.017278	0.003084	10	1000	1	10	0.010000	32	トーナメント選択	2点交叉
0.020827	0.000352	10	1000	1	10	0.010000	32	トーナメント選択	一様交叉
0.018402	0.001264	10	1000	1	10	0.010000	32	トーナメント選択	1点交叉
0.026425	0.002788	10	1000	1	10	0.010000	32	ランキング選択	2点交叉
0.035467	0.000714	10	1000	1	10	0.010000	32	ランキング選択	一様交叉
0.027487	0.003097	10	1000	1	10	0.010000	32	ランキング選択	1点交叉
0.031368	0.006058	10	1000	1	10	0.010000	64	トーナメント選択	2点交叉
0.039827	0.008567	10	1000	1	10	0.010000	64	トーナメント選択	一様交叉
0.030805	0.000541	10	1000	1	10	0.010000	64	トーナメント選択	1点交叉
0.043749	0.000029	10	1000	1	10	0.010000	64	ランキング選択	2点交叉
0.051140	0.005851	10	1000	1	10	0.010000	64	ランキング選択	一様交叉
0.039808	0.012872	10	1000	1	10	0.010000	64	ランキング選択	1点交叉
0.010477	0.001511	10	1000	1	10	0.010000	16	トーナメント選択	2点交叉
0.013228	0.000970	10	1000	1	10	0.010000	16	トーナメント選択	一様交叉
0.011184	0.000970	10	1000	1	10	0.010000	16	トーナメント選択	1点交叉
0.023788	0.001511	10	1000	1	10	0.010000	16	ランキング選択	2点交叉
0.021115	0.000970	10	1000	1	10	0.010000	16	ランキング選択	一様交叉
0.021249	0.000970	10	1000	1	10	0.010000	16	ランキング選択	1点交叉
0.017736	0.002855	10	1000	1	1	0.100000	32	トーナメント選択	2点交叉
0.018496	0.000452	10	1000	1	1	0.100000	32	トーナメント選択	一様交叉
0.015535	0.001699	10	1000	1	1	0.100000	32	トーナメント選択	1点交叉
0.026508	0.000450	10	1000	1	1	0.100000	32	ランキング選択	2点交叉
0.028927	0.001119	10	1000	1	1	0.100000	32	ランキング選択	一様交叉
0.030669	0.004980	10	1000	1	1	0.100000	32	ランキング選択	1点交叉
0.029251	0.001528	10	1000	1	1	0.100000	64	トーナメント選択	2点交叉
0.037388	0.004211	10	1000	1	1	0.100000	64	トーナメント選択	一様交叉
0.028946	0.003661	10	1000	1	1	0.100000	64	トーナメント選択	1点交叉
0.040493	0.005763	10	1000	1	1	0.100000	64	ランキング選択	2点交叉
0.046530	0.003654	10	1000	1	1	0.100000	64	ランキング選択	一様交叉
0.039881	0.000340	10	1000	1	1	0.100000	64	ランキング選択	1点交叉
0.009634	0.000970	10	1000	1	1	0.100000	16	トーナメント選択	2点交叉
0.009785	0.001292	10	1000	1	1	0.100000	16	トーナメント選択	一様交叉
0.008712	0.000970	10	1000	1	1	0.100000	16	トーナメント選択	1点交叉
0.022786	0.001292	10	1000	1	1	0.100000	16	ランキング選択	2点交叉
0.020193	0.001786	10	1000	1	1	0.100000	16	ランキング選択	一様交叉
0.023708	0.001511	10	1000	1	1	0.100000	16	ランキング選択	1点交叉
0.015976	0.001407	10	1000	1	1	0.010000	32	トーナメント選択	2点交叉
0.020437	0.000993	10	1000	1	1	0.010000	32	トーナメント選択	一様交叉
0.018429	0.000975	10	1000	1	1	0.010000	32	トーナメント選択	1点交叉
0.026201	0.001182	10	1000	1	1	0.010000	32	ランキング選択	2点交叉
0.029244	0.000584	10	1000	1	1	0.010000	32	ランキング選択	一様交叉
0.025837	0.003520	10	1000	1	1	0.010000	32	ランキング選択	1点交叉
0.029127	0.001430	10	1000	1	1	0.010000	64	トーナメント選択	2点交叉
0.040610	0.001639	10	1000	1	1	0.010000	64	トーナメント選択	一様交叉
0.032286	0.001236	10	1000	1	1	0.010000	64	トーナメント選択	1点交叉
0.045902	0.001773	10	1000	1	1	0.010000	64	ランキング選択	2点交叉
0.045576	0.003765	10	1000	1	1	0.010000	64	ランキング選択	一様交叉
0.040073	0.008924	10	1000	1	1	0.010000	64	ランキング選択	1点交叉
0.010835	0.001511	10	1000	1	1	0.010000	16	トーナメント選択	2点交叉
0.009770	0.001292	10	1000	1	1	0.010000	16	トーナメント選択	一様交叉
0.008551	0.000970	10	1000	1	1	0.010000	16	トーナメント選択	1点交叉
0.019696	0.000970	10	1000	1	1	0.010000	16	ランキング選択	2点交叉
0.020421	0.000970	10	1000	1	1	0.010000	16	ランキング選択	一様交叉
0.019426	0.001786	10	1000	1	1	0.010000	16	ランキング選択	1点交叉
0.000226	0.016253	10	10	1	10	0.100000	32	トーナメント選択	2点交叉
0.000206	0.338931	10	10	1	10	0.100000	32	トーナメント選択	一様交叉
0.000169	0.001800	10	10	1	10	0.100000	32	トーナメント選択	1点交叉
0.000173	0.524632	10	10	1	10	0.100000	32	ランキング選択	2点交叉
0.000182	0.349106	10	10	1	10	0.100000	32	ランキング選択	一様交叉
0.000146	0.866667	10	10	1	10	0.100000	32	ランキング選択	1点交叉
0.000359	1.798086	10	10	1	10	0.100000	64	トーナメント選択	2点交叉
0.000469	0.234642	10	10	1	10	0.100000	64	トーナメント選択	一様交叉
0.000345	0.244285	10	10	1	10	0.100000	64	トーナメント選択	1点交叉
0.000434	0.032125	10	10	1	10	0.100000	64	ランキング選択	2点交叉
0.000409	0.964070	10	10	1	10	0.100000	64	ランキング選択	一様交叉
0.000351	0.292543	10	10	1	10	0.100000	64	ランキング選択	1点交叉
0.000122	0.027355	10	10	1	10	0.100000	16	トーナメント選択	2点交叉
0.000105	0.633805	10	10	1	10	0.100000	16	トーナメント選択	一様交叉
0.000093	0.325526	10	10	1	10	0.100000	16	トーナメント選択	1点交叉
0.000093	0.220843	10	10	1	10	0.100000	16	ランキング選択	2点交叉
0.000115	0.108296	10	10	1	10	0.100000	16	ランキング選択	一様交叉
0.000083	0.171299	10	10	1	10	0.100000	16	ランキング選択	1点交叉
0.000172	0.001868	10	10	1	10	0.010000	32	トーナメント選択	2点交叉
0.000192	0.323219	10	10	1	10	0.010000	32	トーナメント選択	一様交叉
0.000178	0.532459	10	10	1	10	0.010000	32	トーナメント選択	1点交叉
0.000142	1.444903	10	10	1	10	0.010000	32	ランキング選択	2点交叉
0.000174	0.008185	10	10	1	10	0.010000	32	ランキング選択	一様交叉
0.000146	0.082809	10	10	1	10	0.010000	32	ランキング選択	1点交叉
0.000371	1.139454	10	10	1	10	0.010000	64	トーナメント選択	2点交叉
0.000418	0.650611	10	10	1	10	0.010000	64	トーナメント選択	一様交叉
0.000427	0.621584	10	10	1	10	0.010000	64	トーナメント選択	1点交叉
0.000402	1.732885	10	10	1	10	0.010000	64	ランキング選択	2点交叉
0.000430	0.333154	10	10	1	10	0.010000	64	ランキング選択	一様交叉
0.000405	1.259600	10	10	1	10	0.010000	64	ランキング選択	1点交叉
0.000093	0.639959	10	10	1	10	0.010000	16	トーナメント選択	2点交叉
0.000119	0.110841	10	10	1	10	0.010000	16	トーナメント選択	一様交叉
0.000106	0.270506	10	10	1	10	0.010000	16	トーナメント選択	1点交叉
0.000091	0.008142	10	10	1	10	0.010000	16	ランキング選択	2点交叉
0.000093	0.032997	10	10	1	10	0.010000	16	ランキング選択	一様交叉
0.000071	0.032997	10	10	1	10	0.010000	16	ランキング選択	1点交叉
0.000159	0.414215	10	10	1	1	0.100000	32	トーナメント選択	2点交叉
0.000161	0.258576	10	10	1	1	0.100000	32	トーナメント選択	一様交叉
0.000150	0.065292	10	10	1	1	0.100000	32	トーナメント選択	1点交叉
0.000174	1.208699	10	10	1	1	0.100000	32	ランキング選択	2点交叉
0.000189	1.082726	10	10	1	1	0.100000	32	ランキング選択	一様交叉
0.000188	0.006448	10	10	1	1	0.100000	32	ランキング選択	1点交叉
0.000381	1.587976	10	10	1	1	0.100000	64	トーナメント選択	2点交叉
0.000502	0.280063	10	10	1	1	0.100000	64	トーナメント選択	一様交叉
0.000442	0.172204	10	10	1	1	0.100000	64	トーナメント選択	1点交叉
0.000346	2.582852	10	10	1	1	0.100000	64	ランキング選択	2点交叉
0.000418	0.124463	10	10	1	1	0.100000	64	ランキング選択	一様交叉
0.000372	0.172204	10	10	1	1	0.100000	64	ランキング選択	1点交叉
0.000092	0.020347	10	10	1	1	0.100000	16	トーナメント選択	2点交叉
0.000114	0.020347	10	10	1	1	0.100000	16	トーナメント選択	一様交叉
0.000099	0.020347	10	10	1	1	0.100000	16	トーナメント選択	1点交叉
0.000092	0.081700	10	10	1	1	0.100000	16	ランキング選択	2点交叉
0.000104	0.131382	10	10	1	1	0.100000	16	ランキング選択	一様交叉
0.000090	0.030515	10	10	1	1	0.100000	16	ランキング選択	1点交叉
0.000160	0.071357	10	10	1	1	0.010000	32	トーナメント選択	2点交叉
0.000164	0.296985	10	10	1	1	0.010000	32	トーナメント選択	一様交叉
0.000153	0.000702	10	10	1	1	0.010000	32	トーナメント選択	1点交叉
0.000185	0.323271	10	10	1	1	0.010000	32	ランキング選択	2点交叉
0.000199	0.071626	10	10	1	1	0.010000	32	ランキング選択	一様交叉
0.000164	0.071626	10	10	1	1	0.010000	32	ランキング選択	1点交叉
0.000407	0.213265	10	10	1	1	0.010000	64	トーナメント選択	2点交叉
0.000428	0.367584	10	10	1	1	0.010000	64	トーナメント選択	一様交叉
0.000373	1.380100	10	10	1	1	0.010000	64	トーナメント選択	1点交叉
0.000410	1.200308	10	10	1	1	0.010000	64	ランキング選択	2点交叉
0.000389	0.070665	10	10	1	1	0.010000	64	ランキング選択	一様交叉
0.000413	0.465976	10	10	1	1	0.010000	64	ランキング選択	1点交叉
0.000072	0.323512	10	10	1	1	0.010000	16	トーナメント選択	2点交叉
0.000081	0.051369	10	10	1	1	0.010000	16	トーナメント選択	一様交叉
0.000108	0.159033	10	10	1	1	0.010000	16	トーナメント選択	1点交叉
0.000086	0.061758	10	10	1	1	0.010000	16	ランキング選択	2点交叉
0.000126	0.200894	10	10	1	1	0.010000	16	ランキング選択	一様交叉
0.000091	0.090972	10	10	1	1	0.010000	16	ランキング選択	1点交叉
0.017778	0.002373	100	100	1	10	0.100000	32	トーナメント選択	2点交叉
0.018272	0.008445	100	100	1	10	0.100000	32	トーナメント選択	一様交叉
0.015893	0.001299	100	100	1	10	0.100000	32	トーナメント選択	1点交叉
0.015587	0.004821	100	100	1	10	0.100000	32	ランキング選択	2点交叉
0.018031	0.001949	100	100	1	10	0.100000	32	ランキング選択	一様交叉
0.016009	0.001675	100	100	1	10	0.100000	32	ランキング選択	1点交叉
0.028572	0.016160	100	100	1	10	0.100000	64	トーナメント選択	2点交叉
0.035201	0.005890	100	100	1	10	0.100000	64	トーナメント選択	一様交叉
0.028402	0.001008	100	100	1	10	0.100000	64	トーナメント選択	1点交叉
0.028746	0.000447	100	100	1	10	0.100000	64	ランキング選択	2点交叉
0.036669	0.000791	100	100	1	10	0.100000	64	ランキング選択	一様交叉
0.028620	0.001341	100	100	1	10	0.100000	64	ランキング選択	1点交叉
0.009377	0.000970	100	100	1	10	0.100000	16	トーナメント選択	2点交叉
0.012789	0.001511	100	100	1	10	0.100000	16	トーナメント選択	一様交叉
0.009184	0.001786	100	100	1	10	0.100000	16	トーナメント選択	1点交叉
0.009525	0.001292	100	100	1	10	0.100000	16	ランキング選択	2点交叉
0.010524	0.001292	100	100	1	10	0.100000	16	ランキング選択	一様交叉
0.008689	0.001511	100	100	1	10	0.100000	16	ランキング選択	1点交叉
0.015691	0.002218	100	100	1	10	0.010000	32	トーナメント選択	2点交叉
0.019008	0.006613	100	100	1	10	0.010000	32	トーナメント選択	一様交叉
0.017145	0.000351	100	100	1	10	0.010000	32	トーナメント選択	1点交叉
0.015338	0.001006	100	100	1	10	0.010000	32	ランキング選択	2点交叉
0.019879	0.007455	100	100	1	10	0.010000	32	ランキング選択	一様交叉
0.015020	0.001140	100	100	1	10	0.010000	32	ランキング選択	1点交叉
0.028275	0.000635	100	100	1	10	0.010000	64	トーナメント選択	2点交叉
0.038859	0.000297	100	100	1	10	0.010000	64	トーナメント選択	一様交叉
0.027955	0.007119	100	100	1	10	0.010000	64	トーナメント選択	1点交叉
0.029643	0.006643	100	100	1	10	0.010000	64	ランキング選択	2点交叉
0.032840	0.002293	100	100	1	10	0.010000	64	ランキング選択	一様交叉
0.028791	0.003783	100	100	1	10	0.010000	64	ランキング選択	1点交叉
0.010930	0.000970	100	100	1	10	0.010000	16	トーナメント選択	2点交叉
0.010468	0.001511	100	100	1	10	0.010000	16	トーナメント選択	一様交叉
0.009385	0.000970	100	100	1	10	0.010000	16	トーナメント選択	1点交叉
0.009203	0.000970	100	100	1	10	0.010000	16	ランキング選択	2点交叉
0.010039	0.001511	100	100	1	10	0.010000	16	ランキング選択	一様交叉
0.010661	0.000970	100	100	1	10	0.010000	16	ランキング選択	1点交叉
0.016889	0.000721	100	100	1	1	0.100000	32	トーナメント選択	2点交叉
0.017050	0.004360	100	100	1	1	0.100000	32	トーナメント選択	一様交叉
0.014637	0.000049	100	100	1	1	0.100000	32	トーナメント選択	1点交叉
0.017761	0.003462	100	100	1	1	0.100000	32	ランキング選択	2点交叉
0.020327	0.004683	100	100	1	1	0.100000	32	ランキング選択	一様交叉
0.015225	0.003126	100	100	1	1	0.100000	32	ランキング選択	1点交叉
0.029690	0.001126	100	100	1	1	0.100000	64	トーナメント選択	2点交叉
0.032820	0.004515	100	100	1	1	0.100000	64	トーナメント選択	一様交叉
0.027607	0.000616	100	100	1	1	0.100000	64	トーナメント選択	1点交叉
0.029960	0.002187	100	100	1	1	0.100000	64	ランキング選択	2点交叉
0.032638	0.001730	100	100	1	1	0.100000	64	ランキング選択	一様交叉
0.028835	0.006233	100	100	1	1	0.100000	64	ランキング選択	1点交叉
0.009683	0.002005	100	100	1	1	0.100000	16	トーナメント選択	2点交叉
